root_domain	host	target_name	category	source_url	frontendatlas_url	route_type	state	contacted_on	last_checked_on	next_check_on	result_reason	evidence_url
tanstack.com	tanstack.com	TanStack Query Infinite Queries	official_docs	https://tanstack.com/query/latest/docs/framework/react/guides/infinite-queries	https://frontendatlas.com/system-design/infinite-scroll-list	unknown	closed		2026-08-21		User reports prior outreach, but Gmail, registry, and public GitHub searches did not independently verify the delivery channel or date; closed to prevent duplicate outreach and must not be re-queued	https://github.com/TanStack/query/blob/main/CONTRIBUTING.md
careersandenterprise.co.uk	resources.careersandenterprise.co.uk	Careers and Enterprise Company Resource Directory	directory	https://resources.careersandenterprise.co.uk/submit-resource	https://frontendatlas.com/machine-coding	form	deferred		2026-08-19	2026-09-02	Reserve only because the exact public profile has no measurable Page AS and audience fit is less direct; use only if a main target becomes ineligible	https://resources.careersandenterprise.co.uk/submit-resource
electronjs.org	www.electronjs.org	Electron Security	official_docs	https://www.electronjs.org/docs/latest/tutorial/security	https://frontendatlas.com/javascript/trivia/js-xss-dom-sinks	issue	excluded		2026-08-19		High Page AS does not offset weak fit: the target is generic DOM XSS and the Electron page has no natural third-party learning-resource slot	https://www.electronjs.org/docs/latest/tutorial/security
madewithangular.com	madewithangular.com	Made with Angular showcase	showcase	https://madewithangular.com/sites	https://frontendatlas.com	form	excluded		2026-08-19		Main showcase accepts only high-profile public-company or venture-backed applications; other submissions remain GitHub discussion UGC	https://github.com/madewithangular/madewithangular.github.io/discussions/432
chrome.com	developer.chrome.com	Chrome Lighthouse focus traps	official_docs	https://developer.chrome.com/docs/lighthouse/accessibility/focus-traps/	https://frontendatlas.com/incidents/modal-screen-reader-failure	issue	excluded		2026-08-19		The older page already links an accessible modal example and keyboard-trap guidance, so the proposed resource would be redundant	https://developer.chrome.com/docs/lighthouse/accessibility/focus-traps/
microsoft.com	learn.microsoft.com	Microsoft Edge Resources for accessibility testing	official_docs	https://learn.microsoft.com/en-us/microsoft-edge/accessibility/test	https://frontendatlas.com/incidents/modal-screen-reader-failure	pull_request	submitted	2026-08-20	2026-08-20	2026-09-03	Issue #3909 invited evaluation through a text-only PR; PR #3911 is open with no screenshots, CLA/PoliCheck/OpenPublishing checks passed, and maintainer review pending	https://github.com/MicrosoftDocs/edge-developer/pull/3911
storybook.js.org	storybook.js.org	Storybook Accessibility tests	official_docs	https://storybook.js.org/docs/writing-tests/accessibility-testing	https://frontendatlas.com/incidents/modal-screen-reader-failure	discussion	submitted	2026-08-20	2026-08-20	2026-09-03	Documentation Discussion opened with founder, access, non-Storybook-specific, and AI-assistance disclosures; no PR until maintainer scope approval	https://github.com/storybookjs/storybook/discussions/35967
dwp.gov.uk	accessibility-manual.dwp.gov.uk	DWP Accessibility Manual How to do accessibility testing	government_resource	https://accessibility-manual.dwp.gov.uk/best-practice/how-to-do-accessibility-testing	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-08-20	2026-08-20	2026-09-03	Resource suggestion sent through the current official community email route; Sent record verified and no immediate delivery failure detected	https://accessibility-manual.dwp.gov.uk/
nodejs.org	nodejs.org	Node.js Learn Discover Promises	official_docs	https://nodejs.org/learn/asynchronous-work/discover-promises-in-nodejs	https://frontendatlas.com/javascript/trivia/js-promise-combinators-all-allsettled-race-any	pull_request	planned_not_sent		2026-08-20		Preflight found that the official page already covers the proposed semantics and the founder-owned destination is a static interview answer rather than an interactive lab; anonymous link-checker requests also return a Vercel 429, so no PR was opened	https://github.com/nodejs/learn/blob/main/pages/asynchronous-work/discover-promises-in-nodejs.md
gov.uk	www.gov.uk	GOV.UK Testing for accessibility	government_resource	https://www.gov.uk/service-manual/helping-people-to-use-your-service/testing-for-accessibility	https://frontendatlas.com/incidents/modal-screen-reader-failure	form	deferred		2026-08-20	2026-09-03	User recalls prior GOV.UK-family outreach; Gmail exact-match audit confirms the 2026-08-20 send was to DWP rather than this central GOV.UK page; keep deferred and do not recontact without explicit user direction	https://www.gov.uk/contact/govuk
gov.bc.ca	www2.gov.bc.ca	British Columbia Testing and auditing	government_resource	https://www2.gov.bc.ca/gov/content/home/accessible-government/toolkit/testing-and-auditing	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	deferred		2026-08-20	2026-09-10	Use five business days after an eligible GOV.UK submission; otherwise keep deferred	https://www2.gov.bc.ca/gov/content/home/accessible-government/toolkit/testing-and-auditing
testing-library.com	testing-library.com	Testing Library Modals	official_docs	https://testing-library.com/docs/example-react-modal/	https://frontendatlas.com/incidents/modal-screen-reader-failure	unknown	closed		2026-08-21		User reports prior outreach, but Gmail, registry, and public GitHub searches did not independently verify the delivery channel or date; closed to prevent duplicate outreach and must not be re-queued	https://testing-library.com/docs/example-react-modal/
nhs.uk	service-manual.nhs.uk	NHS Service Manual Accessibility testing	government_resource	https://service-manual.nhs.uk/accessibility/testing	https://frontendatlas.com/incidents/modal-screen-reader-failure	issue_comment	submitted	2026-08-21	2026-08-21	2026-09-04	Public comment submitted on existing issue 350 as a transparent reproducible technical example and explicitly not represented as user research; maintainer review and a direct followed Service Manual link remain pending	https://github.com/nhsuk/nhsuk-service-manual-community-backlog/issues/350#issuecomment-5367605329
cssauthor.com	cssauthor.com	CSS Author Coding Practice Sites	resource_library	https://cssauthor.com/practice-coding-sites/	https://frontendatlas.com/coding	email	excluded	2026-08-15	2026-08-20		Earlier outreach received a direct response that free additions are closed and inclusion is paid-only; paid placement is out of scope and no resend is allowed	https://cssauthor.com/practice-coding-sites/
prototypr.io	prototypr.io	Prototypr How to Ace a UI Engineer Interview	editorial	https://prototypr.io/post/how-to-ace-a-ui-engineer-interview	https://frontendatlas.com/interview-questions/essential	editorial_pitch	candidate		2026-08-20		Semrush Backlink Gap candidate (AS 44; 121K estimated monthly visits); source is indexable with no canonical tag observed and links BFE.dev directly with an empty rel value; official publishing instructions verified; no outreach sent	https://prototypr.io/post/write-for-us
hellointerview.com	www.hellointerview.com	Hello Interview System Design in a Hurry	resource_library	https://www.hellointerview.com/learn/system-design/in-a-hurry/introduction	https://frontendatlas.com/guides/system-design-blueprint/radio-framework	email	contacted	2026-08-20	2026-08-20	2026-09-03	Preflight found no prior Gmail outreach and no active Semrush referring domain; the official support email surfaced through the public support page and the resource suggestion was verified sent; team response is pending	https://www.hellointerview.com/support
freecodecamp.org	www.freecodecamp.org	freeCodeCamp Coding Interview Guide	editorial	https://www.freecodecamp.org/news/coding-interviews-for-dummies-5e048933b82b/	https://frontendatlas.com/interview-questions/essential	email	candidate		2026-08-20		Semrush Backlink Gap candidate (AS 71; 13.9M estimated monthly visits); canonical source links Front End Interview Handbook directly with no rel value; official article-feedback route verified; high-value low-probability update and no outreach sent	https://www.freecodecamp.org/news/how-to-give-feedback-on-a-freecodecamp-article/
tryexponent.com	www.tryexponent.com	Exponent LinkedIn Frontend Interview Guide	editorial	https://www.tryexponent.com/guides/linkedin-frontend-software-engineer-interview	https://frontendatlas.com/guides/system-design-blueprint/radio-framework	form	candidate		2026-08-20		Semrush recently observed a RADIO link (AS 40; 364K estimated monthly visits), but the canonical live page has no GreatFrontend or RADIO href now; on-page Suggest edits is account-gated; re-review candidate and no action sent	https://www.tryexponent.com/guides/linkedin-frontend-software-engineer-interview
explainthis.io	www.explainthis.io	ExplainThis cloneDeep affiliate placement	editorial	https://www.explainthis.io/zh-hant/swe/implement-cloneDeep	https://frontendatlas.com/coding	semrush_snapshot	excluded		2026-08-20		Canonical indexable page links GreatFrontEnd directly through fpr=explainthis; affiliate placement is outside the editorial-link objective	https://www.explainthis.io/zh-hant/swe/implement-cloneDeep
jointaro.com	www.jointaro.com	Taro Perks GreatFrontEnd discount	directory	https://www.jointaro.com/perks/	https://frontendatlas.com	semrush_snapshot	excluded		2026-08-20		Taro Perks is partnership and discount inventory and links GreatFrontEnd through fpr=rahul87; paid or affiliate routes are excluded	https://www.jointaro.com/perks/
pramp.com	blog.pramp.com	Pramp Complete Frontend Interviewer Guide	editorial	https://blog.pramp.com/the-complete-frontend-interviewer-guide-8b5f3dfce2f0	https://frontendatlas.com/interview-questions/essential	semrush_snapshot	excluded		2026-08-20		Semrush flags the GreatFrontend content link as both nofollow and UGC; UGC-only or nofollow placement fails the editorial-link objective	https://blog.pramp.com/the-complete-frontend-interviewer-guide-8b5f3dfce2f0
hackernoon.com	hackernoon.com	HackerNoon Currying in JS	editorial	https://hackernoon.com/currying-in-js-d9ddc64f162e	https://frontendatlas.com/javascript/trivia/js-currying	semrush_snapshot	excluded		2026-08-20		Semrush flags the Frontend Interview Handbook content link as nofollow on a self-publishing source; nofollow UGC outreach is outside the editorial-link objective	https://hackernoon.com/currying-in-js-d9ddc64f162e
businessinsider.com	www.businessinsider.com	Business Insider OpenAI offer article	editorial	https://www.businessinsider.com/openai-offer-sparked-instant-interest-from-meta-ai-engineer-says-2025-8	https://frontendatlas.com/interview-questions/essential	semrush_snapshot	excluded		2026-08-20		Semrush flags the GreatFrontend content link as nofollow; the placement does not meet the followed editorial-link objective	https://www.businessinsider.com/openai-offer-sparked-instant-interest-from-meta-ai-engineer-says-2025-8
xebia.com	candidate-compass.xebia.com	Xebia Candidate Compass live coding advice	resource_library	https://candidate-compass.xebia.com/live-coding-training/advice	https://frontendatlas.com/coding	semrush_snapshot	excluded		2026-08-20		Exact donor page returned HTTP 404 on recheck; no live indexable opportunity remains	https://candidate-compass.xebia.com/live-coding-training/advice
fairygodboss.com	fairygodboss.com	Fairygodboss Freelance Writers discussion	directory	https://fairygodboss.com/groups/HkMo-jVYB/freelance-writers/community-discussion/90NY4kiB2/	https://frontendatlas.com	semrush_snapshot	excluded		2026-08-20		Semrush shows a BigFrontend user-profile href in the footer plus duplicate profile links; profile and footer spam is ineligible	https://fairygodboss.com/groups/HkMo-jVYB/freelance-writers/community-discussion/90NY4kiB2/
ucl.ac.uk	students.cs.ucl.ac.uk	UCL student group author template	academic	https://students.cs.ucl.ac.uk/2025/group9/blog/authors/yangshun/	https://frontendatlas.com/coding	semrush_snapshot	excluded		2026-08-20		Representative Semrush donor is a student group template author page with no posts; it is not faculty-owned course material and is ineligible for the academic pilot	https://students.cs.ucl.ac.uk/2025/group9/blog/authors/yangshun/
brown.edu	cs.brown.edu	Brown CSCI1320 Spring 2021 resources	academic	https://cs.brown.edu/courses/csci1320/docs.html	https://frontendatlas.com/javascript/trivia/js-async-race-conditions	semrush_snapshot	excluded		2026-08-20		Live course resource page is explicitly Spring 2021; the archived term falls outside the current or evergreen faculty-page pilot	https://cs.brown.edu/courses/csci1320/docs.html
uic.edu	484.cs.uic.edu	UIC CS484 Fall 2024 resources	academic	https://484.cs.uic.edu/resources/	https://frontendatlas.com/coding	semrush_snapshot	excluded		2026-08-20		Live course resource page is tied to Fall 2024 and is not a current 2025-2026 or verified evergreen course owner page for this pilot	https://484.cs.uic.edu/resources/
syr.edu	ecs.syr.edu	Syracuse CSE686 resource archive	academic	https://ecs.syr.edu/faculty/fawcett/Handouts/CSE686/lectures/Resources.htm	https://frontendatlas.com/coding	semrush_snapshot	excluded		2026-08-20		Representative donor is a legacy course resource page last revised in 2019; archived course material is outside the pilot	https://ecs.syr.edu/faculty/fawcett/Handouts/CSE686/lectures/Resources.htm
